age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28,unemployed,single,university.degree,no,yes,no,cellular,may,mon,434,1,999,0,nonexistent,no
33,technician,married,professional.course,no,no,no,telephone,may,thu,191,4,999,0,nonexistent,no
56,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,thu,82,1,999,0,nonexistent,no
57,retired,married,basic.9y,no,no,no,cellular,aug,tue,388,4,999,0,nonexistent,yes
24,admin.,single,high.school,unknown,yes,no,telephone,jul,thu,15,1,999,0,nonexistent,no
39,self-employed,married,university.degree,no,no,no,telephone,may,wed,17,2,999,0,nonexistent,no
40,blue-collar,married,unknown,no,yes,yes,telephone,may,mon,155,1,999,0,nonexistent,no
54,blue-collar,divorced,unknown,unknown,yes,no,telephone,jun,thu,339,3,999,0,nonexistent,no
25,admin.,single,university.degree,no,no,no,telephone,jun,wed,188,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,951,3,999,1,failure,yes
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,288,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,206,1,999,0,nonexistent,no
48,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,154,2,999,0,nonexistent,no
30,technician,married,university.degree,unknown,yes,no,telephone,may,wed,72,3,999,0,nonexistent,no
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,293,2,999,0,nonexistent,no
54,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,141,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,mar,mon,215,1,999,0,nonexistent,yes
28,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,102,2,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,telephone,may,tue,178,2,999,0,nonexistent,no
54,admin.,married,university.degree,no,yes,no,telephone,may,thu,461,3,999,0,nonexistent,no
33,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,tue,82,1,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,204,1,11,1,success,no
46,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,tue,143,8,999,0,nonexistent,no
38,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,50,3,999,0,nonexistent,no
38,services,married,high.school,no,no,no,cellular,jul,thu,81,1,999,0,nonexistent,no
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,233,1,999,0,nonexistent,no
25,admin.,married,university.degree,no,no,no,telephone,may,fri,56,1,999,0,nonexistent,no
29,admin.,single,university.degree,unknown,yes,no,cellular,may,fri,104,10,999,0,nonexistent,no
60,technician,married,professional.course,unknown,no,no,telephone,jul,tue,55,15,999,0,nonexistent,no
57,services,married,high.school,no,yes,no,cellular,may,mon,126,2,999,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,aug,wed,142,1,999,0,nonexistent,no
54,admin.,married,university.degree,no,no,no,cellular,jul,thu,9,5,999,0,nonexistent,no
25,self-employed,single,university.degree,no,no,no,telephone,may,tue,247,3,999,0,nonexistent,no
41,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,130,4,999,0,nonexistent,no
54,management,married,university.degree,no,yes,no,cellular,apr,tue,336,1,999,0,nonexistent,no
39,blue-collar,divorced,basic.6y,unknown,no,no,cellular,may,wed,101,1,999,0,nonexistent,no
55,entrepreneur,divorced,university.degree,unknown,no,no,cellular,may,fri,56,1,999,1,failure,no
40,admin.,married,high.school,no,no,no,telephone,may,mon,160,3,999,0,nonexistent,no
43,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,424,1,999,0,nonexistent,no
81,retired,married,basic.4y,no,no,no,cellular,may,mon,617,2,999,0,nonexistent,yes
43,technician,divorced,professional.course,no,yes,no,cellular,may,mon,143,1,999,0,nonexistent,no
34,admin.,married,high.school,no,yes,no,cellular,jun,wed,238,1,6,2,success,yes
42,technician,married,high.school,no,yes,no,cellular,aug,tue,188,1,999,0,nonexistent,no
30,services,married,basic.6y,no,no,no,cellular,nov,tue,154,2,999,0,nonexistent,no
24,services,single,basic.9y,unknown,no,yes,telephone,jun,mon,222,2,999,0,nonexistent,no
51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,10,5,999,0,nonexistent,no
42,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,632,5,10,1,success,no
51,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,91,7,999,0,nonexistent,no
38,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon,90,3,999,0,nonexistent,no
45,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,mon,187,1,999,0,nonexistent,no
51,admin.,divorced,university.degree,unknown,no,no,telephone,aug,fri,86,1,999,0,nonexistent,no
44,admin.,married,university.degree,unknown,no,no,telephone,may,fri,165,6,999,0,nonexistent,no
52,technician,married,basic.9y,no,yes,no,cellular,nov,fri,102,1,999,0,nonexistent,no
49,admin.,married,university.degree,no,yes,no,telephone,may,mon,212,1,999,0,nonexistent,no
49,technician,married,professional.course,no,yes,no,telephone,may,tue,57,1,999,0,nonexistent,no
52,unknown,married,basic.6y,no,no,no,telephone,may,fri,54,4,999,0,nonexistent,no
32,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,73,4,999,0,nonexistent,no
27,services,married,high.school,no,no,no,cellular,jul,thu,184,3,999,0,nonexistent,no
44,admin.,divorced,high.school,no,yes,no,cellular,may,tue,173,8,999,1,failure,no
33,admin.,single,university.degree,no,no,no,cellular,may,wed,6,7,999,0,nonexistent,no
30,services,married,basic.9y,no,no,no,cellular,jul,tue,70,2,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,96,1,999,0,nonexistent,no
36,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,tue,102,3,999,0,nonexistent,no
49,unemployed,married,high.school,no,yes,no,cellular,jul,wed,98,1,999,0,nonexistent,no
48,services,single,basic.4y,unknown,yes,yes,cellular,may,thu,106,2,999,0,nonexistent,no
48,technician,married,professional.course,no,yes,no,cellular,aug,fri,336,8,999,0,nonexistent,yes
42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,456,2,999,0,nonexistent,no
28,admin.,married,high.school,no,yes,no,cellular,may,wed,293,3,999,0,nonexistent,no
52,management,married,university.degree,unknown,yes,yes,cellular,aug,thu,118,1,999,0,nonexistent,no
23,management,single,university.degree,no,yes,no,cellular,jul,tue,314,2,999,0,nonexistent,no
36,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,167,1,999,0,nonexistent,no
43,admin.,divorced,university.degree,unknown,no,no,cellular,aug,tue,111,2,999,0,nonexistent,no
31,services,divorced,high.school,unknown,yes,no,cellular,may,thu,236,1,999,0,nonexistent,no
49,unemployed,married,basic.4y,no,yes,no,cellular,aug,wed,155,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,80,3,999,0,nonexistent,no
47,management,divorced,basic.4y,no,no,no,telephone,may,fri,241,2,999,0,nonexistent,no
31,technician,single,professional.course,no,unknown,unknown,cellular,aug,mon,202,7,999,0,nonexistent,no
46,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,88,1,999,0,nonexistent,no
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,439,3,999,0,nonexistent,no
35,admin.,married,university.degree,no,no,no,cellular,may,thu,322,3,999,0,nonexistent,no
37,admin.,divorced,high.school,no,no,no,telephone,may,thu,51,10,999,0,nonexistent,no
44,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,147,1,999,0,nonexistent,no
30,unemployed,married,high.school,no,no,no,cellular,may,mon,417,1,3,1,success,yes
33,admin.,single,high.school,no,yes,no,cellular,jul,tue,498,5,999,0,nonexistent,no
57,services,divorced,unknown,no,no,no,cellular,may,fri,405,3,999,0,nonexistent,no
39,admin.,single,unknown,no,no,yes,telephone,may,fri,219,4,999,0,nonexistent,no
43,unemployed,married,basic.4y,no,no,no,cellular,may,wed,117,2,999,0,nonexistent,no
32,services,married,high.school,no,unknown,unknown,telephone,may,mon,72,2,999,0,nonexistent,no
29,technician,single,university.degree,no,no,no,cellular,may,mon,68,2,999,0,nonexistent,no
35,admin.,divorced,high.school,no,yes,yes,telephone,may,mon,82,2,999,1,failure,no
47,admin.,married,high.school,no,no,no,cellular,may,wed,99,2,999,0,nonexistent,no
37,management,married,university.degree,no,yes,no,cellular,nov,thu,252,1,999,0,nonexistent,no
35,technician,single,university.degree,unknown,no,no,cellular,apr,mon,712,1,999,0,nonexistent,no
37,self-employed,married,basic.9y,no,yes,yes,cellular,jul,thu,171,1,999,0,nonexistent,no
36,technician,married,high.school,unknown,yes,no,cellular,aug,wed,112,2,999,0,nonexistent,no
50,admin.,married,basic.9y,no,no,no,cellular,aug,thu,84,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,135,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,132,1,999,0,nonexistent,no
37,admin.,single,high.school,no,no,yes,cellular,jul,tue,223,6,999,0,nonexistent,no
45,self-employed,divorced,university.degree,no,no,yes,cellular,may,fri,133,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,nov,fri,258,2,999,1,failure,no
51,management,divorced,university.degree,no,no,no,cellular,may,wed,345,2,999,0,nonexistent,no
49,self-employed,single,basic.9y,no,no,no,telephone,may,mon,58,10,999,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,cellular,aug,thu,958,5,999,0,nonexistent,no
40,admin.,single,university.degree,no,yes,no,cellular,jul,fri,250,1,999,0,nonexistent,no
41,technician,married,professional.course,no,no,yes,cellular,aug,thu,898,2,999,0,nonexistent,no
58,retired,married,basic.4y,no,yes,no,cellular,apr,thu,185,1,2,1,success,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,282,1,999,0,nonexistent,no
39,technician,divorced,professional.course,no,yes,no,telephone,may,fri,135,1,999,0,nonexistent,no
48,technician,married,basic.6y,no,no,yes,telephone,may,tue,175,1,999,0,nonexistent,no
50,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,thu,235,2,999,0,nonexistent,no
54,blue-collar,married,unknown,no,yes,no,cellular,aug,wed,99,3,999,0,nonexistent,no
38,blue-collar,married,unknown,unknown,no,yes,telephone,may,wed,181,1,999,0,nonexistent,no
51,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,132,2,999,0,nonexistent,no
36,admin.,single,university.degree,unknown,no,no,telephone,may,wed,117,4,999,0,nonexistent,no
35,blue-collar,married,basic.6y,no,yes,no,cellular,nov,tue,372,2,999,0,nonexistent,no
44,admin.,married,high.school,no,no,no,cellular,aug,mon,126,1,999,0,nonexistent,no
43,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,69,1,999,1,failure,no
30,technician,single,university.degree,no,no,no,cellular,aug,thu,183,7,999,0,nonexistent,no
41,technician,divorced,basic.4y,no,yes,no,telephone,may,tue,270,1,999,0,nonexistent,no
27,management,single,university.degree,no,yes,no,telephone,may,tue,134,2,999,0,nonexistent,no
45,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,449,2,5,3,success,yes
26,admin.,single,high.school,no,yes,no,telephone,may,fri,160,3,999,0,nonexistent,no
36,technician,married,professional.course,no,unknown,unknown,telephone,may,tue,155,2,999,0,nonexistent,no
24,student,single,high.school,no,no,no,cellular,jul,wed,115,1,999,1,failure,no
46,management,married,university.degree,no,yes,no,cellular,nov,thu,205,6,999,0,nonexistent,no
61,blue-collar,married,basic.6y,no,yes,yes,cellular,may,fri,403,1,3,2,success,yes
50,admin.,divorced,basic.9y,no,no,no,telephone,may,fri,145,4,999,0,nonexistent,no
49,technician,married,professional.course,unknown,yes,no,telephone,may,tue,82,9,999,0,nonexistent,no
55,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,548,1,999,1,failure,no
54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,109,2,999,0,nonexistent,no
40,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,207,3,999,0,nonexistent,no
58,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,wed,173,1,999,0,nonexistent,no
58,entrepreneur,married,university.degree,no,no,no,telephone,jul,wed,175,1,999,0,nonexistent,no
36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,379,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,105,1,999,0,nonexistent,no
45,admin.,single,university.degree,no,yes,no,cellular,jul,thu,544,1,999,0,nonexistent,no
40,management,married,university.degree,no,yes,no,cellular,nov,fri,401,1,999,1,failure,no
42,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84,2,999,0,nonexistent,no
43,blue-collar,married,unknown,no,yes,no,cellular,may,tue,128,7,999,0,nonexistent,no
24,student,single,high.school,unknown,no,no,cellular,jul,tue,86,1,999,0,nonexistent,no
49,management,married,university.degree,no,no,no,cellular,jul,mon,549,3,999,0,nonexistent,no
55,unemployed,married,basic.4y,no,yes,no,telephone,sep,tue,6,1,999,0,nonexistent,no
49,admin.,married,high.school,no,yes,no,cellular,aug,fri,183,1,999,0,nonexistent,no
48,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,291,1,999,0,nonexistent,no
49,admin.,married,high.school,no,no,no,cellular,aug,fri,151,1,999,0,nonexistent,no
40,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,98,1,999,0,nonexistent,no
35,services,married,high.school,no,no,no,cellular,may,fri,301,2,999,0,nonexistent,no
32,admin.,single,professional.course,no,yes,no,telephone,may,mon,16,11,999,0,nonexistent,no
67,housemaid,divorced,professional.course,no,yes,no,cellular,nov,mon,655,2,5,5,success,yes
41,technician,married,university.degree,no,yes,yes,cellular,may,fri,170,4,999,0,nonexistent,no
73,retired,married,university.degree,no,yes,no,cellular,mar,fri,179,1,999,0,nonexistent,yes
32,management,single,basic.4y,no,no,no,telephone,may,mon,73,7,999,0,nonexistent,no
33,management,married,university.degree,no,yes,no,cellular,aug,wed,113,3,999,0,nonexistent,no
36,technician,married,professional.course,no,yes,no,telephone,may,wed,86,4,999,0,nonexistent,no
40,technician,married,professional.course,no,yes,no,cellular,nov,thu,180,1,999,1,failure,no
25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,thu,212,2,999,0,nonexistent,no
60,entrepreneur,married,unknown,no,no,no,cellular,aug,thu,130,2,999,0,nonexistent,no
45,management,married,university.degree,no,yes,no,cellular,jul,thu,391,1,999,0,nonexistent,no
33,technician,married,university.degree,no,no,no,telephone,nov,wed,91,2,999,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,280,7,999,0,nonexistent,no
48,self-employed,married,university.degree,unknown,yes,no,telephone,may,thu,750,2,999,0,nonexistent,no
42,services,married,university.degree,no,yes,no,cellular,apr,mon,257,1,999,0,nonexistent,no
40,management,married,university.degree,no,no,yes,cellular,aug,tue,454,3,999,0,nonexistent,no
30,technician,married,university.degree,no,no,no,cellular,jun,fri,171,1,7,1,success,no
41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,38,1,999,0,nonexistent,no
36,housemaid,married,basic.4y,no,unknown,unknown,cellular,aug,tue,23,14,999,0,nonexistent,no
41,management,divorced,basic.6y,no,no,no,cellular,nov,thu,268,1,999,0,nonexistent,no
60,unknown,married,university.degree,no,no,yes,telephone,may,thu,112,1,999,0,nonexistent,no
32,services,single,high.school,no,unknown,unknown,cellular,may,wed,363,1,999,1,failure,no
44,self-employed,single,professional.course,no,yes,no,cellular,may,mon,775,5,999,1,failure,yes
25,services,married,high.school,no,yes,no,cellular,jul,fri,164,1,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,988,1,999,0,nonexistent,yes
25,admin.,married,university.degree,no,yes,no,telephone,jun,fri,109,1,999,0,nonexistent,no
31,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,132,1,999,0,nonexistent,no
44,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,471,3,999,0,nonexistent,no
29,technician,single,university.degree,no,no,no,cellular,jul,wed,259,1,999,0,nonexistent,no
47,admin.,married,university.degree,no,no,no,telephone,may,thu,42,1,999,0,nonexistent,no
18,student,single,unknown,no,no,no,cellular,sep,thu,385,1,3,1,success,yes
25,admin.,married,high.school,no,no,yes,telephone,may,tue,125,4,999,0,nonexistent,no
29,technician,married,professional.course,no,no,no,telephone,may,fri,886,3,999,0,nonexistent,yes
53,unknown,married,unknown,unknown,no,no,cellular,aug,mon,51,4,999,0,nonexistent,no
36,self-employed,married,basic.9y,unknown,no,no,cellular,aug,thu,406,1,999,0,nonexistent,no
45,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,185,1,999,0,nonexistent,no
31,technician,single,university.degree,no,no,no,telephone,oct,thu,154,1,999,0,nonexistent,yes
54,admin.,married,unknown,unknown,no,no,telephone,jun,fri,34,16,999,0,nonexistent,no
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,334,2,999,0,nonexistent,no
44,entrepreneur,married,basic.4y,no,yes,no,cellular,may,tue,955,2,999,0,nonexistent,yes
24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,545,2,999,0,nonexistent,no
40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,124,1,999,0,nonexistent,no
39,services,married,basic.4y,no,no,no,telephone,may,thu,126,2,999,0,nonexistent,no
44,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,659,1,999,1,failure,no
44,management,divorced,university.degree,no,yes,no,cellular,apr,fri,230,1,999,0,nonexistent,no
52,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jun,mon,699,2,999,0,nonexistent,no
51,blue-collar,married,high.school,no,yes,no,cellular,may,wed,809,1,999,1,failure,yes
38,management,married,university.degree,no,yes,no,cellular,may,fri,1276,1,999,0,nonexistent,yes
